anzsic06,Area,year,geo_count,ec_count
C229,A109300,2000,0,15
C229,A109800,2000,0,0
C229,A110500,2000,3,340
C229,A110700,2000,3,0
C229,A111100,2000,0,3
C229,A111200,2000,3,0
C229,A111300,2000,3,9
C229,A111700,2000,0,0
C229,A112200,2000,0,0
C229,A112400,2000,0,0
C229,A112500,2000,0,0
C229,A112800,2000,0,0
C229,A113000,2000,3,0
C229,A113400,2000,3,0
C229,A113600,2000,3,0
C229,A113800,2000,3,6
C229,A113900,2000,6,12
C229,A114100,2000,3,0
C229,A114400,2000,0,0
C229,A114700,2000,0,0
C229,A114900,2000,0,15
C229,A115000,2000,0,6
C229,A115700,2000,3,0
C229,A115800,2000,0,0
C229,A116500,2000,3,3
C229,A116600,2000,0,6
C229,A116800,2000,0,0
C229,A117200,2000,0,0
C229,A117500,2000,0,0
C229,A117700,2000,0,0
C229,A118200,2000,3,0
C229,A118600,2000,12,220
C229,A118700,2000,3,0
C229,A119600,2000,0,0
C229,A119800,2000,3,0
C229,A119900,2000,0,0
C229,A120300,2000,3,6
C229,A120800,2000,0,0
C229,A120900,2000,3,0
C229,A121000,2000,0,0
C229,A121100,2000,0,0
C229,A121200,2000,0,0
C229,A121300,2000,0,0
C229,A121600,2000,0,0
C229,A121700,2000,3,0
C229,A121800,2000,0,0
C229,A121900,2000,6,30
C229,A122100,2000,3,0
C229,A122200,2000,0,0
C229,A122300,2000,0,0
C229,A122400,2000,0,0
C229,A122500,2000,3,0
C229,A122700,2000,0,0
C229,A122800,2000,6,6
C229,A122900,2000,0,0
C229,A123100,2000,0,0
C229,A123200,2000,3,0
C229,A123300,2000,0,3
C229,A123500,2000,24,150
C229,A123600,2000,3,0
C229,A123800,2000,3,0
C229,A123900,2000,0,0
C229,A124000,2000,0,3
C229,A124400,2000,3,0
C229,A124600,2000,0,0
C229,A124800,2000,0,0
C229,A124900,2000,3,0
C229,A125000,2000,0,0
C229,A125100,2000,3,55
C229,A125200,2000,6,0
C229,A125500,2000,3,0
C229,A125700,2000,3,6
C229,A125900,2000,3,50
C229,A126600,2000,0,0
C229,A127000,2000,3,3
C229,A127100,2000,0,0
C229,A127300,2000,3,9
C229,A127400,2000,6,9
C229,A127500,2000,9,15
C229,A127900,2000,3,0
C229,A128000,2000,0,0
C229,A128100,2000,0,0
C229,A128200,2000,0,0
C229,A128300,2000,3,0
C229,A128500,2000,0,0
C229,A128700,2000,12,380
C229,A129500,2000,6,45
C229,A129600,2000,6,0
C229,A130100,2000,0,0
C229,A130300,2000,3,3
C229,A130600,2000,3,0
C229,A130700,2000,0,0
C229,A130900,2000,3,3
C229,A131000,2000,6,12
C229,A131200,2000,0,0
C229,A131300,2000,3,75
C229,A131400,2000,0,0
C229,A131500,2000,3,0
C229,A131600,2000,3,40
C229,A132000,2000,0,0
C229,A132100,2000,6,6
C229,A132300,2000,3,75
C229,A132400,2000,0,9
C229,A132500,2000,3,0
C229,A132700,2000,3,15
C229,A132900,2000,0,6
C229,A133000,2000,0,0
C229,A133500,2000,3,12
C229,A133700,2000,3,0
C229,A133900,2000,9,160
C229,A134400,2000,0,9
C229,A134600,2000,3,0
C229,A134700,2000,0,0
C229,A135000,2000,6,40
C229,A135400,2000,0,0
C229,A135500,2000,0,0
C229,A135700,2000,3,6
C229,A136000,2000,0,12
C229,A136100,2000,0,9
C229,A136300,2000,0,3
C229,A136400,2000,0,0
C229,A137200,2000,0,0
C229,A137500,2000,3,0
C229,A137800,2000,3,0
C229,A138000,2000,3,0
C229,A138200,2000,0,0
C229,A138300,2000,0,9
C229,A138400,2000,3,3
C229,A138500,2000,6,15
C229,A138600,2000,3,0
C229,A138800,2000,0,140
C229,A138900,2000,0,0
C229,A139000,2000,3,0
C229,A139700,2000,3,3
C229,A139900,2000,0,0
C229,A140500,2000,0,0
C229,A140900,2000,0,0
C229,A141100,2000,0,0
C229,A142000,2000,9,70
C229,A142100,2000,3,0
C229,A142200,2000,0,0
C229,A142500,2000,0,0
C229,A142900,2000,3,0
C229,A143300,2000,3,0
C229,A144100,2000,0,0
C229,A144300,2000,3,0
C229,A144400,2000,0,0
C229,A144500,2000,0,0
C229,A144800,2000,0,0
C229,A144900,2000,0,0
C229,A145000,2000,3,3
C229,A145100,2000,0,0
C229,A145300,2000,15,110
C229,A145400,2000,9,45
C229,A145500,2000,33,500
C229,A145600,2000,0,0
C229,A145900,2000,27,430
C229,A146000,2000,0,0
C229,A146100,2000,0,0
C229,A146200,2000,0,3
C229,A146300,2000,3,0
C229,A146400,2000,3,3
C229,A146500,2000,3,0
C229,A146600,2000,3,0
C229,A146700,2000,0,6
C229,A146800,2000,3,45
C229,A147200,2000,3,0
C229,A147400,2000,0,3
C229,A147500,2000,0,0
C229,A147700,2000,6,75
C229,A147800,2000,3,6
C229,A147900,2000,3,130
C229,A148000,2000,0,0
C229,A148100,2000,3,3
C229,A149000,2000,0,0
C229,A149100,2000,0,0
C229,A149300,2000,0,0
C229,A149500,2000,0,0
C229,A149600,2000,6,190
C229,A149700,2000,0,0
C229,A149800,2000,0,0
C229,A149900,2000,0,0
C229,A150100,2000,21,330
C229,A150600,2000,3,3
C229,A150700,2000,9,100
C229,A151300,2000,3,0
C229,A151500,2000,0,0
C229,A151600,2000,3,0
C229,A151700,2000,0,0
C229,A151900,2000,0,0
C229,A152000,2000,0,0
C229,A152200,2000,3,0
C229,A152300,2000,30,560
C229,A152400,2000,9,3
C229,A152800,2000,0,9
C229,A152900,2000,3,0
C229,A153000,2000,0,12
C229,A153700,2000,0,0
C229,A153900,2000,3,25
C229,A154000,2000,0,0
C229,A154200,2000,3,0
C229,A154300,2000,0,3
C229,A154400,2000,3,9
C229,A154800,2000,3,0
C229,A154900,2000,3,0
C229,A155000,2000,3,0
C229,A155300,2000,0,0
C229,A155500,2000,3,35
C229,A155800,2000,0,0
C229,A156000,2000,6,50
C229,A156500,2000,3,0
C229,A156700,2000,0,6
C229,A157000,2000,0,0
C229,A157600,2000,6,90
C229,A157700,2000,0,0
C229,A158700,2000,0,0
C229,A159000,2000,3,0
C229,A159100,2000,3,0
C229,A159200,2000,0,0
C229,A159300,2000,3,6
C229,A160000,2000,3,3
C229,A160100,2000,0,0
C229,A160300,2000,3,0
C229,A160400,2000,0,3
C229,A160500,2000,3,0
C229,A160600,2000,3,0
C229,A160700,2000,0,0
C229,A160800,2000,0,0
C229,A161700,2000,3,55
C229,A161800,2000,0,0
C229,A161900,2000,0,0
C229,A162200,2000,0,3
C229,A162300,2000,0,0
C229,A162400,2000,0,0
C229,A162900,2000,0,0
C229,A163000,2000,3,9
C229,A163100,2000,3,0
C229,A163200,2000,3,6
C229,A163500,2000,0,0
C229,A163600,2000,0,0
C229,A163700,2000,6,3
C229,A164100,2000,3,15
C229,A164200,2000,0,0
C229,A164300,2000,6,6
C229,A164500,2000,3,0
C229,A164600,2000,3,3
C229,A164800,2000,3,0
C229,A164900,2000,0,0
C229,A165000,2000,3,0
C229,A165100,2000,0,0
C229,A165300,2000,6,0
C229,A165700,2000,6,0
C229,A165800,2000,3,0
C229,A166000,2000,0,9
C229,A166200,2000,0,0
C229,A166300,2000,3,0
C229,A166400,2000,0,3
C229,A167000,2000,3,3
C229,A167200,2000,0,0
C229,A167800,2000,0,0
C229,A169200,2000,0,3
C229,A169300,2000,0,0
C229,A169400,2000,3,40
C229,A169500,2000,0,0
C229,A169600,2000,0,21
C229,A169700,2000,3,0
C229,A170100,2000,3,0
C229,A170200,2000,0,3
C229,A170300,2000,6,0
C229,A170400,2000,0,0
C229,A170700,2000,0,0
C229,A170900,2000,3,0
C229,A171300,2000,0,0
C229,A171500,2000,0,0
C229,A171600,2000,0,0
C229,A171700,2000,3,0
C229,A171800,2000,3,0
C229,A171900,2000,3,0
C229,A172100,2000,0,0
C229,A172600,2000,0,0
C229,A173000,2000,0,0
C229,A173100,2000,0,0
C229,A173300,2000,0,0
C229,A173400,2000,0,0
C229,A173800,2000,0,0
C229,A173900,2000,6,6
C229,A174000,2000,3,18
C229,A174300,2000,0,0
C229,A174700,2000,0,3
C229,A174800,2000,0,3
C229,A174900,2000,0,3
C229,A175000,2000,3,21
C229,A175200,2000,3,35
C229,A175700,2000,0,0
C229,A175800,2000,3,0
C229,A176100,2000,3,0
C229,A176200,2000,0,0
C229,A176300,2000,9,250
C229,A176400,2000,0,0
C229,A176500,2000,0,0
C229,A176600,2000,0,0
C229,A176800,2000,0,9
C229,A177100,2000,0,0
C229,A177200,2000,3,0
C229,A177300,2000,0,0
C229,A177900,2000,0,3
C229,A178100,2000,0,0
C229,A178300,2000,0,9
C229,A178500,2000,0,0
C229,A178900,2000,18,240
C229,A179300,2000,0,0
C229,A179400,2000,3,3
C229,A179500,2000,3,0
C229,A179900,2000,0,0
C229,A180100,2000,0,12
C229,A180300,2000,3,0
C229,A180500,2000,0,0
C229,A180700,2000,3,0
C229,A181000,2000,3,0
C229,A181100,2000,0,0
C229,A181400,2000,0,3
C229,A181500,2000,3,0
C229,A181900,2000,3,0
C229,A182000,2000,3,0
C229,A182200,2000,0,6
C229,A182500,2000,3,3
C229,A183200,2000,3,15
C229,A183300,2000,0,0
C229,A184100,2000,3,9
C229,A184200,2000,0,0
C229,A184400,2000,0,0
C229,A184500,2000,3,0
C229,A184600,2000,0,0
C229,A185300,2000,0,0
C229,A185500,2000,0,0
C229,A185900,2000,0,0
C229,A186000,2000,3,3
C229,A186700,2000,6,21
C229,A187300,2000,3,0
C229,A188300,2000,0,0
C229,A188500,2000,6,0
C229,A188700,2000,9,35
C229,A188800,2000,0,0
C229,A188900,2000,3,9
C229,A189000,2000,3,0
C229,A189200,2000,0,0
C229,A189300,2000,0,0
C229,A189600,2000,0,0
C229,A190600,2000,3,12
C229,A190900,2000,0,0
C229,A191000,2000,3,0
C229,A191300,2000,0,0
C229,A191400,2000,3,0
C229,A191600,2000,3,0
C229,A191700,2000,3,0
C229,A191900,2000,3,0
C229,A192000,2000,3,0
C229,A192500,2000,3,3
C229,A192600,2000,3,0
C229,A192800,2000,0,6
C229,A193100,2000,3,3
C229,A193200,2000,0,0
C229,A193800,2000,3,20
C229,A193900,2000,6,9
C229,A194000,2000,0,9
C229,A194300,2000,0,0
C229,A194400,2000,3,9
C229,A194600,2000,3,0
C229,A194700,2000,0,0
C229,A194800,2000,6,3
C229,A195000,2000,3,3
C229,A195200,2000,3,9
C229,A195300,2000,3,3
C229,A195500,2000,3,0
C229,A195800,2000,0,0
C229,A196100,2000,0,9
C229,A196300,2000,3,0
C229,A196800,2000,0,0
C229,A196900,2000,3,3
C229,A197000,2000,0,0
C229,A197900,2000,0,0
C229,A198000,2000,0,0
C229,A198200,2000,0,0
C229,A198500,2000,0,0
C229,A198700,2000,3,0
C229,A199100,2000,0,0
C229,A199300,2000,12,55
C229,A199400,2000,3,21
C229,A200100,2000,0,3
C229,A200200,2000,3,0
C229,A200900,2000,3,0
C229,A201100,2000,6,35
C229,A201200,2000,0,0
C229,A201300,2000,0,0
C229,A201400,2000,0,0
C229,A201500,2000,0,0
C229,A201600,2000,0,3
C229,A201800,2000,0,0
C229,A202000,2000,3,0
C229,A202200,2000,3,3
C229,A202300,2000,0,0
C229,A202500,2000,3,0
C229,A202600,2000,0,0
C229,A202700,2000,3,0
C229,A202800,2000,0,0
C229,A202900,2000,0,6
C229,A203100,2000,0,0
C229,A203500,2000,0,3
C229,A203900,2000,0,30
C229,A204800,2000,0,0
C229,A205200,2000,3,6
C229,A205400,2000,3,3
C229,A205600,2000,6,15
C229,A206000,2000,0,0
C229,A206400,2000,3,6
C229,A206800,2000,0,0
C229,A207000,2000,0,0
C229,A207400,2000,3,0
C229,A207800,2000,3,0
C229,A208000,2000,3,0
C229,A208400,2000,0,0
C229,A208900,2000,6,6
C229,A209000,2000,3,0
C229,A209400,2000,3,0
C229,A209600,2000,3,3
C229,A209700,2000,0,0
C229,A209900,2000,3,3
C229,A210000,2000,0,6
C229,A210400,2000,0,0
C229,A210500,2000,3,0
C229,A210700,2000,3,0
C229,A210900,2000,3,0
C229,A211100,2000,3,0
C229,A211300,2000,0,0
C229,A211400,2000,0,0
C229,A211600,2000,3,3
C229,A211700,2000,0,0
C229,A212000,2000,0,0
C229,A212200,2000,0,0
C229,A212300,2000,0,0
C229,A212400,2000,0,0
C229,A212800,2000,18,90
C229,A213000,2000,3,3
C229,A213700,2000,0,0
C229,A214600,2000,0,0
C229,A215200,2000,3,0
C229,A215600,2000,3,3
C229,A215900,2000,0,0
C229,A216300,2000,3,0
C229,A216700,2000,0,0
C229,A216800,2000,3,0
C229,A217000,2000,6,35
C229,A217200,2000,3,3
C229,A217300,2000,3,0
C229,A217400,2000,0,3
C229,A217500,2000,0,0
C229,A217600,2000,3,0
C229,A217700,2000,6,55
C229,A217800,2000,3,0
C229,A218100,2000,3,0
C229,A218400,2000,3,25
C229,A218500,2000,3,0
C229,A218600,2000,0,0
C229,A218900,2000,0,0
C229,A219200,2000,0,0
C229,A219300,2000,0,3
C229,A219400,2000,0,9
C229,A219500,2000,3,0
C229,A219600,2000,6,90
C229,A219800,2000,0,0
C229,A220100,2000,3,0
C229,A220300,2000,3,0
C229,A220400,2000,0,3
C229,A220700,2000,0,0
C229,A220800,2000,3,0
C229,A220900,2000,3,6
C229,A221000,2000,0,0
C229,A221100,2000,3,0
C229,A221400,2000,6,0
C229,A221600,2000,3,0
C229,A221700,2000,0,6
C229,A221900,2000,3,60
C229,A222100,2000,3,6
C229,A222300,2000,0,0
C229,A222400,2000,3,0
C229,A223000,2000,0,0
C229,A223500,2000,0,0
C229,A223800,2000,3,18
C229,A224300,2000,3,6
C229,A224500,2000,3,0
C229,A224700,2000,3,12
C229,A224800,2000,3,9
C229,A225600,2000,0,0
C229,A225700,2000,6,3
C229,A226600,2000,3,0
C229,A226700,2000,3,9
C229,A227000,2000,0,0
C229,A227200,2000,0,0
C229,A227400,2000,3,0
C229,A227600,2000,0,0
C229,A227800,2000,6,0
C229,A228500,2000,0,6
C229,A228600,2000,0,3
C229,A228800,2000,3,0
C229,A228900,2000,0,0
C229,A229000,2000,3,0
C229,A229200,2000,9,50
C229,A229300,2000,3,6
C229,A229500,2000,0,0
C229,A229900,2000,3,0
C229,A230100,2000,0,0
C229,A230200,2000,0,0
C229,A230300,2000,0,0
C229,A230400,2000,0,0
C229,A230500,2000,0,0
C229,A230600,2000,0,18
C229,A230700,2000,0,0
C229,A230800,2000,0,0
C229,A231200,2000,0,0
C229,A231300,2000,0,0
C229,A231500,2000,3,0
C229,A231700,2000,0,0
C229,A231800,2000,0,0
C229,A232200,2000,3,3
C229,A232300,2000,3,0
C229,A232400,2000,0,0
C229,A232500,2000,0,0
C229,A232800,2000,0,0
C229,A234000,2000,0,0
C229,A234100,2000,0,0
C229,A234400,2000,3,9
C229,A234700,2000,3,3
C229,A234800,2000,3,0
C229,A234900,2000,0,0
C229,A235300,2000,0,6
C229,A236500,2000,3,6
C229,A236800,2000,3,0
C229,A237300,2000,0,3
C229,A237400,2000,3,0
C229,A237800,2000,3,12
C229,A238400,2000,3,0
C229,A238800,2000,3,0
C229,A239300,2000,0,3
C229,A239800,2000,0,0
C229,A239900,2000,6,30
C229,A240000,2000,3,3
C229,A240200,2000,0,0
C229,A240400,2000,0,0
C229,A241700,2000,0,0
C229,A241800,2000,0,0
C229,A241900,2000,3,0
C229,A242300,2000,3,0
C229,A242600,2000,0,0
C229,A242900,2000,3,0
C229,A243100,2000,0,0
C229,A243200,2000,0,0
C229,A243300,2000,0,0
C229,A243600,2000,3,0
C229,A243700,2000,6,95
C229,A244000,2000,6,25
C229,A244600,2000,3,35
C229,A244700,2000,3,6
C229,A244800,2000,0,0
C229,A245000,2000,3,9
C229,A245400,2000,0,35
C229,A245500,2000,3,6
C229,A245600,2000,0,0
C229,A245700,2000,9,75
C229,A246100,2000,3,0
C229,A246200,2000,3,0
C229,A246300,2000,3,0
C229,A247100,2000,0,0
C229,A247200,2000,0,0
C229,A247300,2000,0,0
C229,A247500,2000,3,0
C229,A247600,2000,0,3
C229,A248000,2000,0,160
C229,A248400,2000,3,0
C229,A248600,2000,0,0
C229,A249700,2000,0,9
C229,A251700,2000,3,0
C229,A251800,2000,0,0
C229,A251900,2000,0,0
C229,A252200,2000,0,0
C229,A252400,2000,3,20
C229,A252500,2000,0,0
C229,A253600,2000,0,3
C229,A253700,2000,0,3
C229,A254000,2000,0,0
C229,A254400,2000,3,9
C229,A254800,2000,0,0
C229,A254900,2000,3,12
C229,A255000,2000,0,40
C229,A255700,2000,0,0
C229,A256200,2000,0,3
C229,A256500,2000,0,0
C229,A256600,2000,3,0
C229,A256800,2000,0,0
C229,A256900,2000,0,0
C229,A257000,2000,0,0
C229,A300300,2000,3,0
C229,A301000,2000,3,3
C229,A301300,2000,0,0
C229,A301600,2000,0,0
C229,A302400,2000,3,0
C229,A302600,2000,0,0
C229,A302800,2000,0,0
C229,A302900,2000,0,0
C229,A303100,2000,0,0
C229,A303900,2000,3,15
C229,A304000,2000,3,9
C229,A304200,2000,0,15
C229,A304300,2000,3,0
C229,A304500,2000,0,0
C229,A304700,2000,0,9
C229,A305300,2000,0,0
C229,A305400,2000,3,0
C229,A305800,2000,0,0
C229,A306300,2000,0,0
C229,A306500,2000,0,0
C229,A306800,2000,0,0
C229,A306900,2000,0,3
C229,A307200,2000,0,6
C229,A307300,2000,3,3
C229,A307400,2000,3,12
C229,A307800,2000,0,0
C229,A307900,2000,3,80
C229,A308500,2000,3,0
C229,A309200,2000,0,12
C229,A309600,2000,0,0
C229,A310300,2000,3,0
C229,A312400,2000,0,0
C229,A312600,2000,0,0
C229,A312800,2000,3,6
C229,A313200,2000,0,0
C229,A314800,2000,0,0
C229,A314900,2000,3,3
C229,A315000,2000,6,3
C229,A315300,2000,3,0
C229,A315700,2000,0,0
C229,A316100,2000,0,0
C229,A316700,2000,3,0
C229,A316900,2000,0,3
C229,A317000,2000,0,0
C229,A317300,2000,0,3
C229,A317500,2000,0,18
C229,A317800,2000,0,0
C229,A317900,2000,0,0
C229,A318000,2000,0,0
C229,A318300,2000,0,0
C229,A318500,2000,0,0
C229,A318800,2000,3,0
C229,A318900,2000,0,0
C229,A319100,2000,3,55
C229,A319300,2000,0,0
C229,A319500,2000,3,0
C229,A320400,2000,3,6
C229,A320700,2000,3,0
C229,A320900,2000,3,0
C229,A321300,2000,3,0
C229,A321700,2000,0,0
C229,A321900,2000,3,0
C229,A322100,2000,0,0
C229,A322300,2000,6,65
C229,A322700,2000,0,0
C229,A323100,2000,0,0
C229,A323500,2000,9,80
C229,A323700,2000,0,0
C229,A324000,2000,0,0
C229,A324300,2000,0,3
C229,A324500,2000,0,0
C229,A325000,2000,3,0
C229,A325500,2000,3,12
C229,A325600,2000,3,0
C229,A325700,2000,3,0
C229,A326100,2000,0,0
C229,A326200,2000,3,0
C229,A326300,2000,0,0
C229,A326400,2000,3,130
C229,A326600,2000,0,0
C229,A326700,2000,0,0
C229,A326900,2000,3,3
C229,A327000,2000,0,0
C229,A327100,2000,9,21
C229,A327400,2000,3,0
C229,A327500,2000,0,0
C229,A327800,2000,3,0
C229,A327900,2000,3,3
C229,A328100,2000,18,80
C229,A328200,2000,0,0
C229,A328300,2000,0,6
C229,A328800,2000,12,85
C229,A328900,2000,0,3
C229,A329500,2000,3,0
C229,A329600,2000,3,6
C229,A329700,2000,0,0
C229,A330000,2000,0,0
C229,A330100,2000,0,0
C229,A330200,2000,3,0
C229,A330500,2000,3,3
C229,A330600,2000,3,0
C229,A330700,2000,12,50
C229,A331100,2000,0,12
C229,A331200,2000,0,0
C229,A331500,2000,18,160
C229,A332000,2000,3,0
C229,A332400,2000,3,0
C229,A332500,2000,0,0
C229,A332900,2000,0,0
C229,A333800,2000,3,3
C229,A334100,2000,0,0
C229,A334400,2000,0,3
C229,A335000,2000,3,0
C229,A335100,2000,3,0
C229,A335600,2000,3,3
C229,A335700,2000,0,0
C229,A336200,2000,0,3
C229,A336300,2000,3,3
C229,A336800,2000,3,0
C229,A336900,2000,0,0
C229,A337200,2000,0,0
C229,A337600,2000,3,0
C229,A337900,2000,0,0
C229,A338900,2000,6,0
C229,A339100,2000,3,0
C229,A339200,2000,3,0
C229,A339300,2000,3,3
C229,A339400,2000,3,0
C229,A339800,2000,3,3
C229,A340100,2000,0,0
C229,A340700,2000,0,0
C229,A341100,2000,3,20
C229,A341200,2000,3,0
C229,A341400,2000,3,0
C229,A341800,2000,3,3
C229,A342300,2000,0,12
C229,A343000,2000,0,0
C229,A344900,2000,0,3
C229,A345100,2000,3,9
C229,A345300,2000,0,0
C229,A345500,2000,3,0
C229,A346700,2000,3,0
C229,A347000,2000,0,0
C229,A349100,2000,0,0
C229,A349300,2000,0,0
C229,A349400,2000,0,0
C229,A349900,2000,3,15
C229,A350300,2000,3,21
C229,A350700,2000,0,0
C229,A351400,2000,3,55
C229,A351700,2000,0,0
C229,A352300,2000,3,3
C229,A352600,2000,3,15
C229,A352700,2000,0,0
C229,A352900,2000,0,3
C229,A353400,2000,3,0
C229,A353500,2000,0,0
C229,A353700,2000,9,15
C229,A354300,2000,3,0
C229,A354700,2000,3,0
C229,A355800,2000,0,0
C229,A356400,2000,0,3
C229,A357700,2000,3,3
C229,A358300,2000,0,0
C229,A358600,2000,3,21
C229,A359000,2000,0,0
C229,A359700,2000,3,0
C229,A360600,2000,0,9
C229,A360700,2000,0,0
C229,A360800,2000,3,0
C229,A361000,2000,6,45
C229,A361300,2000,3,3
C229,A361400,2000,3,3
C229,A361500,2000,0,0
C229,A362000,2000,0,0
C229,A362200,2000,0,0
C229,A362400,2000,6,30
C229,A363300,2000,6,15
C229,C07601,2000,18,360
C229,C07602,2000,27,35
C229,C07603,2000,15,230
C229,C07604,2000,57,200
C229,C07605,2000,15,50
C229,C07606,2000,39,80
C229,C07607,2000,15,3
C229,C07609,2000,0,0
C229,C07610,2000,27,200
C229,C07611,2000,51,720
C229,C07612,2000,12,15
C229,C07613,2000,18,220
C229,C07614,2000,15,35
C229,C07615,2000,105,1150
C229,C07616,2000,75,710
C229,C07617,2000,36,710
C229,C07618,2000,24,110
C229,C07619,2000,27,100
C229,C07620,2000,30,95
C229,C07621,2000,36,15
C229,CTotal,2000,636,5000
C229,R01,2000,33,110
C229,R02,2000,636,5000
C229,R03,2000,171,800
C229,R04,2000,114,250
C229,R05,2000,15,30
C229,R06,2000,57,120
C229,R07,2000,78,300
C229,R08,2000,78,160
C229,R09,2000,120,600
C229,R12,2000,6,12
C229,R13,2000,222,880
C229,R14,2000,42,140
C229,R15,2000,30,130
C229,R16,2000,12,3
C229,R17,2000,15,45
C229,R18,2000,15,100
C229,R99,2000,0,0
C229,RTotal,2000,1647,8700
C229,T001,2000,12,9
C229,T002,2000,21,85
C229,T003,2000,0,15
C229,T011,2000,6,3
C229,T012,2000,6,65
C229,T013,2000,27,6
C229,T015,2000,15,50
C229,T016,2000,63,560
C229,T017,2000,21,35
C229,T018,2000,0,0
C229,T019,2000,6,25
C229,T020,2000,3,0
C229,T021,2000,21,45
C229,T022,2000,15,15
C229,T023,2000,45,85
C229,T024,2000,33,120
C229,T025,2000,18,12
C229,T026,2000,0,30
C229,T028,2000,15,30
C229,T029,2000,6,0
C229,T030,2000,27,21
C229,T031,2000,24,90
C229,T032,2000,3,3
C229,T033,2000,54,220
C229,T034,2000,9,3
C229,T035,2000,18,80
C229,T036,2000,3,0
C229,T037,2000,15,50
C229,T038,2000,3,9
C229,T039,2000,9,9
C229,T040,2000,39,80
C229,T041,2000,0,0
C229,T042,2000,9,18
C229,T043,2000,12,18
C229,T044,2000,12,35
C229,T045,2000,6,0
C229,T046,2000,51,280
C229,T047,2000,27,260
C229,T048,2000,3,3
C229,T049,2000,3,0
C229,T051,2000,12,3
C229,T052,2000,15,45
C229,T053,2000,15,100
C229,T055,2000,0,12
C229,T056,2000,3,0
C229,T058,2000,6,6
C229,T059,2000,9,6
C229,T060,2000,174,810
C229,T062,2000,15,15
C229,T063,2000,6,0
C229,T064,2000,15,25
C229,T065,2000,3,3
C229,T066,2000,0,12
C229,T067,2000,0,0
C229,T069,2000,6,12
C229,T070,2000,3,0
C229,T071,2000,33,130
C229,T072,2000,3,3
C229,T073,2000,6,25
C229,T074,2000,3,0
C229,T075,2000,24,110
C229,T076,2000,636,5000
C229,TTotal,2000,1647,8700
C23,A100700,2000,3,9
C23,A101100,2000,0,0
C23,A101800,2000,0,0
C23,A101900,2000,0,3
C23,A102200,2000,0,0
C23,A102400,2000,0,0
C23,A102600,2000,0,3
C23,A102700,2000,3,0
C23,A103000,2000,0,0
C23,A103100,2000,0,0
C23,A103300,2000,3,6
C23,A103700,2000,3,0
C23,A104000,2000,0,0
C23,A104300,2000,12,65
C23,A104400,2000,0,0
C23,A104700,2000,0,0
C23,A104800,2000,3,12
C23,A104900,2000,0,3
C23,A105100,2000,0,0
C23,A105300,2000,0,0
C23,A105500,2000,0,0
C23,A105600,2000,0,0
C23,A105900,2000,3,3
C23,A106500,2000,0,0
C23,A106700,2000,3,0
C23,A106900,2000,0,0
C23,A107100,2000,15,220
C23,A107200,2000,6,6
C23,A107400,2000,3,0
C23,A107500,2000,3,0
C23,A107800,2000,0,0
C23,A107900,2000,6,290
C23,A108000,2000,6,3
C23,A108100,2000,3,3
C23,A108200,2000,3,0
C23,A108300,2000,3,6
C23,A108700,2000,3,0
C23,A108800,2000,3,6
C23,A108900,2000,3,0
C23,A109000,2000,3,0
C23,A109100,2000,0,0
C23,A109300,2000,3,12
C23,A110400,2000,3,0
C23,A110500,2000,0,20
C23,A110900,2000,0,6
C23,A111100,2000,0,9
C23,A111300,2000,3,9
C23,A111400,2000,3,3
C23,A111600,2000,0,0
C23,A111700,2000,6,3
C23,A111900,2000,3,0
C23,A112400,2000,0,0
C23,A112500,2000,0,0
C23,A112700,2000,3,0
C23,A112800,2000,3,0
C23,A112900,2000,0,0
C23,A113200,2000,0,3
C23,A113400,2000,3,15
C23,A113500,2000,0,3
C23,A113800,2000,6,30
C23,A113900,2000,6,9
C23,A114000,2000,0,0
C23,A114100,2000,3,0
C23,A114400,2000,0,0
C23,A114500,2000,3,0
C23,A114700,2000,3,6
C23,A114800,2000,0,0
C23,A114900,2000,3,6
C23,A115000,2000,3,75
C23,A115100,2000,3,3
C23,A115200,2000,0,0
C23,A115400,2000,0,3
C23,A115500,2000,0,0
C23,A115600,2000,0,0
C23,A115700,2000,3,9
C23,A115800,2000,3,0
C23,A116000,2000,3,0
C23,A116100,2000,6,12
C23,A116200,2000,3,30
C23,A116600,2000,0,0
C23,A116800,2000,0,0
C23,A116900,2000,0,0
C23,A117000,2000,3,6
C23,A117100,2000,3,3
C23,A117200,2000,0,6
C23,A117500,2000,0,0
C23,A117600,2000,0,0
C23,A117700,2000,0,0
C23,A117900,2000,3,0
C23,A118000,2000,0,0
C23,A118200,2000,0,0
C23,A118300,2000,0,3
C23,A118600,2000,6,90
C23,A118700,2000,0,0
C23,A118900,2000,0,20
C23,A119000,2000,6,0
C23,A119100,2000,0,0
C23,A119400,2000,3,0
C23,A119800,2000,0,0
C23,A120200,2000,0,0
C23,A120300,2000,3,21
C23,A120400,2000,0,0
C23,A120500,2000,0,0
C23,A120700,2000,0,0
C23,A120800,2000,0,0
C23,A120900,2000,0,0
C23,A121000,2000,3,0
C23,A121100,2000,0,0
C23,A121200,2000,3,0
C23,A121300,2000,0,0
C23,A121600,2000,3,0
C23,A121800,2000,3,3
C23,A121900,2000,0,20
C23,A122100,2000,0,0
C23,A122400,2000,0,3
C23,A122800,2000,6,70
C23,A122900,2000,3,3
C23,A123200,2000,3,0
C23,A123400,2000,3,0
C23,A123500,2000,18,70
C23,A123700,2000,3,0
C23,A123900,2000,0,0
C23,A124300,2000,3,0
